STN,YYYYMMDD,;HH,;DD,;FH,;FF,;FX,;T
321,20200427,;24;20;70;70;80;96
321,20200428,;1;20;80;70;90;95
321,20200428,;2;30;80;70;100;94
321,20200428,;3;30;70;70;80;94
321,20200428,;4;40;70;60;80;95
321,20200428,;5;30;60;70;80;94
321,20200428,;6;20;70;70;90;95
321,20200428,;7;30;100;90;120;94
321,20200428,;8;40;100;90;130;93
321,20200428,;9;30;90;80;110;92
321,20200428,;10;30;90;90;110;91
321,20200428,;11;30;100;100;110;90
321,20200428,;12;40;110;100;130;86
321,20200428,;13;40;110;100;130;88
321,20200428,;14;40;100;100;120;87
321,20200428,;15;40;100;90;120;85
321,20200428,;16;40;100;90;110;87
321,20200428,;17;40;90;90;110;87
321,20200428,;18;40;90;80;100;81
321,20200428,;19;30;80;80;100;83
321,20200428,;20;40;90;70;100;85
321,20200428,;21;40;70;70;90;83
321,20200428,;22;50;80;70;90;82
321,20200428,;23;40;70;70;80;81
321,20200428,;24;40;70;70;80;82
321,20200429,;1;40;60;50;70;85
321,20200429,;2;30;50;40;60;86
321,20200429,;3;20;40;40;50;86
321,20200429,;4;20;40;20;50;86
321,20200429,;5;10;30;30;40;87
321,20200429,;6;10;20;20;40;88
321,20200429,;7;320;10;10;20;90
321,20200429,;8;250;20;20;30;92
321,20200429,;9;240;30;30;40;94
321,20200429,;10;220;40;50;60;94
321,20200429,;11;220;50;50;70;98
321,20200429,;12;200;50;50;70;103
321,20200429,;13;180;50;40;70;103
321,20200429,;14;170;30;30;50;106
321,20200429,;15;120;30;30;40;104
321,20200429,;16;100;30;30;40;102
321,20200429,;17;110;50;50;60;102
321,20200429,;18;150;60;80;90;109,  1
321,20200429,;19;210;90;100;120;101
321,20200429,;20;200;90;90;110;104
321,20200429,;21;200;110;110;140;108
321,20200429,;22;200;110;110;140;108
321,20200429,;23;200;110;110;140;107
321,20200429,;24;190;100;90;120;106
321,20200430,;1;180;90;90;120;106
321,20200430,;2;170;100;110;130;108
321,20200430,;3;180;110;100;140;108
321,20200430,;4;170;120;100;160;95
321,20200430,;5;230;100;80;130;87
321,20200430,;6;210;110;110;140;96
321,20200430,;7;220;120;130;150;99
321,20200430,;8;220;120;120;150;102
321,20200430,;9;210;120;120;150;101
321,20200430,;10;200;110;110;140;104
321,20200430,;11;190;100;100;130;106
321,20200430,;12;180;90;80;120;108
321,20200430,;13;180;70;70;100;111
321,20200430,;14;180;70;70;90;115
321,20200430,;15;150;50;60;80;115
321,20200430,;16;170;70;90;130;117
321,20200430,;17;160;80;110;120;118
321,20200430,;18;180;110;70;170;89
321,20200430,;19;200;80;110;140;110
321,20200430,;20;220;130;110;180;97
321,20200430,;21;220;130;140;170;96
321,20200430,;22;220;130;140;170;102
321,20200430,;23;220;130;130;160;103
321,20200430,;24;210;130;120;160;103
321,20200501,;1;210;120;120;150;103
321,20200501,;2;210;110;100;130;103
321,20200501,;3;210;100;100;120;102
321,20200501,;4;210;90;90;110;102
321,20200501,;5;220;100;100;120;100
321,20200501,;6;210;100;100;130;98
321,20200501,;7;220;110;110;150;101
321,20200501,;8;220;120;110;150;102
321,20200501,;9;230;110;100;150;102
321,20200501,;10;230;110;110;150;104
321,20200501,;11;230;110;100;130;104
321,20200501,;12;220;100;110;130;105
321,20200501,;13;220;100;90;130;106
321,20200501,;14;220;100;100;120;107
321,20200501,;15;220;100;110;130;107
321,20200501,;16;220;100;100;120;107
321,20200501,;17;230;100;100;130;106
321,20200501,;18;240;90;80;110;105
321,20200501,;19;260;100;70;120;103
321,20200501,;20;260;60;80;90;107
321,20200501,;21;230;90;80;100;104
321,20200501,;22;230;90;80;90;107
321,20200501,;23;240;100;80;110;107
321,20200501,;24;240;90;80;100;109
321,20200502,;1;250;90;90;110;106
321,20200502,;2;260;100;100;120;104
321,20200502,;3;270;100;90;120;101
321,20200502,;4;260;80;70;110;102
321,20200502,;5;250;90;100;120;96
321,20200502,;6;230;80;50;130;91
321,20200502,;7;260;80;90;110;97
321,20200502,;8;260;80;80;100;98
321,20200502,;9;280;80;70;100;101
321,20200502,;10;270;70;80;80;101
321,20200502,;11;260;70;70;90;105
321,20200502,;12;250;80;80;90;105
321,20200502,;13;240;70;70;80;107
321,20200502,;14;240;70;60;80;110
321,20200502,;15;240;70;60;80;113
321,20200502,;16;240;60;40;70;112
321,20200502,;17;300;50;30;60;114
321,20200502,;18;300;30;20;40;111
321,20200502,;19;270;20;20;40;109
321,20200502,;20;240;30;30;40;108
321,20200502,;21;230;30;30;40;107
321,20200502,;22;230;30;20;30;106
321,20200502,;23;230;50;50;70;108
321,20200502,;24;220;60;70;80;108
321,20200503,;1;220;80;80;100;108
321,20200503,;2;230;70;60;90;108
321,20200503,;3;240;50;40;80;107
321,20200503,;4;240;40;30;50;105
321,20200503,;5;290;20;20;40;106
321,20200503,;6;280;20;10;20;108
321,20200503,;7;120;10;10;20;108
321,20200503,;8;190;10;10;20;107
321,20200503,;9;150;10;20;20;108
321,20200503,;10;190;30;30;40;112
321,20200503,;11;210;30;30;40;109
321,20200503,;12;220;30;20;50;107
321,20200503,;13;0;10;0;30;110
321,20200503,;14;30;10;10;20;110
321,20200503,;15;30;10;10;20;109
321,20200503,;16;20;20;30;40;109
321,20200503,;17;30;30;30;40;106
321,20200503,;18;40;40;40;50;107
321,20200503,;19;60;40;40;50;107
321,20200503,;20;70;30;40;40;107
321,20200503,;21;70;40;40;50;107
321,20200503,;22;90;50;50;60;112
321,20200503,;23;70;40;30;60;109
321,20200503,;24;70;40;40;60;106
321,20200504,;1;50;30;30;50;106
321,20200504,;2;10;30;30;40;107
321,20200504,;3;360;30;40;50;108
321,20200504,;4;20;50;60;70;105
321,20200504,;5;30;60;60;80;104
321,20200504,;6;40;70;60;70;104
321,20200504,;7;40;70;80;90;103
321,20200504,;8;40;80;70;90;102
321,20200504,;9;50;70;70;80;100
321,20200504,;10;40;70;80;90;100
321,20200504,;11;30;80;70;90;102
321,20200504,;12;20;80;80;90;104
321,20200504,;13;30;80;70;100;102
321,20200504,;14;20;80;80;90;103
321,20200504,;15;20;90;90;110;102
321,20200504,;16;20;90;90;110;102
321,20200504,;17;20;100;100;110;102
321,20200504,;18;20;110;120;130;100
321,20200504,;19;30;120;120;130;98
321,20200504,;20;30;110;110;130;98
321,20200504,;21;30;110;100;130;98
321,20200504,;22;40;100;90;120;96
321,20200504,;23;40;100;90;110;96
321,20200504,;24;40;100;100;120;95
321,20200505,;1;50;100;90;120;93
321,20200505,;2;50;90;90;110;89
321,20200505,;3;60;90;90;110;87
321,20200505,;4;50;90;100;120;85
321,20200505,;5;50;100;100;130;84
321,20200505,;6;70;100;100;120;81
321,20200505,;7;70;90;80;110;80
321,20200505,;8;60;80;80;100;80
321,20200505,;9;60;80;70;100;82
321,20200505,;10;50;70;60;100;86
321,20200505,;11;30;70;80;100;90
321,20200505,;12;30;90;90;110;94
321,20200505,;13;20;90;90;120;95
321,20200505,;14;20;90;100;110;96
321,20200505,;15;20;100;110;130;95
321,20200505,;16;20;110;110;130;95
321,20200505,;17;20;110;120;130;94
321,20200505,;18;20;120;110;140;93
321,20200505,;19;20;110;120;130;92
321,20200505,;20;30;120;110;130;91
321,20200505,;21;30;110;110;130;92
321,20200505,;22;30;110;100;120;91
321,20200505,;23;40;90;90;110;92
321,20200505,;24;40;90;80;100;93
321,20200506,;1;50;80;80;90;94
321,20200506,;2;50;80;80;100;95
321,20200506,;3;60;70;70;90;95
321,20200506,;4;50;70;70;80;95
321,20200506,;5;60;70;70;80;94
321,20200506,;6;60;60;60;80;94
321,20200506,;7;70;50;50;60;92
321,20200506,;8;70;40;40;50;94
321,20200506,;9;50;40;40;50;96
321,20200506,;10;40;40;30;40;98
321,20200506,;11;30;40;40;40;100
321,20200506,;12;20;50;50;60;103
321,20200506,;13;20;50;50;60;104
321,20200506,;14;20;60;60;70;103
321,20200506,;15;20;60;70;80;103
321,20200506,;16;20;70;70;80;104
321,20200506,;17;20;70;70;80;103
321,20200506,;18;20;70;70;80;103
321,20200506,;19;30;80;70;90;101
321,20200506,;20;30;70;70;80;101
321,20200506,;21;40;70;60;70;102
321,20200506,;22;40;60;60;70;106
321,20200506,;23;50;60;60;70;107
321,20200506,;24;60;50;40;60;106
321,20200507,;1;90;40;30;50;106
321,20200507,;2;90;30;20;40;107
321,20200507,;3;110;20;30;30;107
321,20200507,;4;100;30;40;50;104
321,20200507,;5;110;40;40;50;106
321,20200507,;6;130;30;30;40;106
321,20200507,;7;110;30;30;40;109
321,20200507,;8;110;30;30;40;109
321,20200507,;9;100;30;20;40;110
321,20200507,;10;90;20;20;30;109
321,20200507,;11;70;20;20;30;109
321,20200507,;12;60;20;20;30;109
321,20200507,;13;70;20;20;30;112
321,20200507,;14;50;20;20;30;113
321,20200507,;15;40;20;20;30;113
321,20200507,;16;70;30;30;40;115
321,20200507,;17;70;30;30;40;117
321,20200507,;18;70;30;30;40;120
321,20200507,;19;80;30;40;40;117
321,20200507,;20;90;40;40;40;116
321,20200507,;21;100;40;40;50;120
321,20200507,;22;110;50;40;50;123
321,20200507,;23;140;30;30;40;136
321,20200507,;24;150;30;30;30;136
321,20200508,;1;170;20;20;30;139
321,20200508,;2;180;30;30;30;137
321,20200508,;3;220;20;20;30;137
321,20200508,;4;220;30;20;40;133
321,20200508,;5;180;20;20;30;135
321,20200508,;6;180;20;20;30;145
321,20200508,;7;180;30;40;50;136
321,20200508,;8;180;40;40;50;132
321,20200508,;9;180;40;40;50;133
321,20200508,;10;190;30;30;40;134
321,20200508,;11;200;30;20;30;132
321,20200508,;12;220;20;20;30;140
321,20200508,;13;250;20;10;30;142
321,20200508,;14;320;20;20;20;146
321,20200508,;15;320;20;20;20;157
321,20200508,;16;330;20;20;20;156
321,20200508,;17;330;30;30;40;144
321,20200508,;18;350;30;30;40;147
321,20200508,;19;10;30;30;50;146
321,20200508,;20;30;40;40;50;133
321,20200508,;21;40;50;60;70;131
321,20200508,;22;50;60;60;70;131
321,20200508,;23;40;60;70;70;133
321,20200508,;24;50;70;60;80;132
321,20200509,;1;70;60;60;70;132
321,20200509,;2;40;50;50;60;127
321,20200509,;3;60;50;50;60;130
321,20200509,;4;50;40;50;50;124
321,20200509,;5;60;50;50;60;125
321,20200509,;6;40;50;50;50;124,  1
321,20200509,;7;50;50;50;60;124,  1
321,20200509,;8;50;50;50;60;126,  1
321,20200509,;9;50;50;50;60;126,  1
321,20200509,;10;40;60;60;70;131
321,20200509,;11;30;60;60;70;140
321,20200509,;12;30;70;70;80;140
321,20200509,;13;10;70;80;80;135
321,20200509,;14;10;80;70;90;138
321,20200509,;15;10;70;70;80;134
321,20200509,;16;20;70;80;90;136
321,20200509,;17;10;80;80;90;138
321,20200509,;18;20;80;80;90;137
321,20200509,;19;20;80;80;90;136
321,20200509,;20;30;90;90;100;139
321,20200509,;21;40;90;90;100;136,  1
321,20200509,;22;40;90;80;100;139,  1
321,20200509,;23;40;90;80;90;137,  1
321,20200509,;24;40;90;80;90;137,  1
321,20200510,;1;40;90;80;90;135,  1
321,20200510,;2;40;80;70;80;131,  1
321,20200510,;3;30;70;60;70;127,  1
321,20200510,;4;20;60;60;70;125,  1
321,20200510,;5;20;60;60;70;125,  1
321,20200510,;6;10;50;70;80;120,  1
321,20200510,;7;30;70;60;90;124,  1
321,20200510,;8;40;60;50;70;126,  1
321,20200510,;9;360;60;70;80;121,  1
321,20200510,;10;360;90;100;110;117,  1
321,20200510,;11;10;110;110;120;122,  1
321,20200510,;12;360;110;120;140;119,  1
321,20200510,;13;10;130;130;160;113,  1
321,20200510,;14;10;150;160;190;104
321,20200510,;15;10;160;170;200;98
321,20200510,;16;10;170;170;210;96
321,20200510,;17;10;170;170;210;94
321,20200510,;18;10;170;170;210;89
321,20200510,;19;10;170;160;210;86
321,20200510,;20;10;160;160;200;85
321,20200510,;21;360;160;160;190;82
321,20200510,;22;10;160;160;190;83
321,20200510,;23;20;160;160;200;83
321,20200510,;24;10;150;160;190;81
321,20200511,;1;10;150;150;200;80
321,20200511,;2;10;150;150;190;79
321,20200511,;3;10;150;160;190;79
321,20200511,;4;10;150;150;190;78
321,20200511,;5;360;150;140;200;72
321,20200511,;6;10;150;160;200;73
321,20200511,;7;10;150;150;200;77
321,20200511,;8;20;160;150;200;80
321,20200511,;9;10;150;150;220;80
321,20200511,;10;10;150;130;210;75
321,20200511,;11;10;150;150;190;82
321,20200511,;12;10;150;150;180;-83
321,20200511,;13;10;150;150;190;84
321,20200511,;14;10;150;150;180;87
321,20200511,;15;10;150;150;190;88
321,20200511,;16;360;150;150;180;82
321,20200511,;17;350;140;140;180;84
321,20200511,;18;360;130;120;160;84
321,20200511,;19;350;120;120;150;82
321,20200511,;20;350;110;120;150;81
321,20200511,;21;350;110;100;140;79
321,20200511,;22;360;100;100;130;80
321,20200511,;23;360;100;80;140;78
321,20200511,;24;350;90;90;120;79
321,20200512,;1;10;80;80;110;81
321,20200512,;2;350;70;70;120;78
321,20200512,;3;360;60;60;80;76
321,20200512,;4;340;40;30;90;75
321,20200512,;5;350;50;30;70;78
321,20200512,;6;310;40;40;50;83
321,20200512,;7;290;40;40;60;85
321,20200512,;8;270;50;30;90;87
321,20200512,;9;280;40;50;70;90
321,20200512,;10;280;50;50;70;90
321,20200512,;11;250;40;40;60;91
321,20200512,;12;250;40;40;50;90
321,20200512,;13;240;40;40;60;91
321,20200512,;14;210;40;40;50;88
321,20200512,;15;220;50;50;60;91
321,20200512,;16;220;50;50;70;91
321,20200512,;17;230;50;40;70;92
321,20200512,;18;240;50;40;70;94
321,20200512,;19;220;50;40;60;95
321,20200512,;20;230;40;40;50;96
321,20200512,;21;230;40;40;60;97
321,20200512,;22;240;40;40;60;98
321,20200512,;23;260;50;40;60;99
321,20200512,;24;260;40;40;50;98
321,20200513,;1;250;40;40;50;99
321,20200513,;2;260;40;40;50;99
321,20200513,;3;270;50;60;70;99
321,20200513,;4;260;60;60;70;98
321,20200513,;5;300;60;70;90;100
321,20200513,;6;350;70;80;100;89
321,20200513,;7;350;90;100;120;84
321,20200513,;8;360;100;100;120;82
321,20200513,;9;360;100;100;120;81
321,20200513,;10;360;100;90;120;80
321,20200513,;11;10;90;90;120;77
321,20200513,;12;360;80;90;130;81
321,20200513,;13;10;100;100;120;80
321,20200513,;14;360;100;100;120;78
321,20200513,;15;360;110;110;130;81
321,20200513,;16;360;110;110;140;82
321,20200513,;17;10;120;120;150;81
321,20200513,;18;10;120;110;150;84
321,20200513,;19;10;120;110;140;86
321,20200513,;20;10;110;110;140;86
321,20200513,;21;350;110;100;140;80
321,20200513,;22;10;100;100;130;-83
321,20200513,;23;10;90;90;120;-83
321,20200513,;24;20;80;80;110;-83
321,20200514,;1;360;80;90;110;79
321,20200514,;2;10;70;80;90;82
321,20200514,;3;20;80;70;100;81
321,20200514,;4;10;70;70;90;83
321,20200514,;5;350;80;50;120;74
321,20200514,;6;30;70;70;100;82
321,20200514,;7;20;70;80;90;82
321,20200514,;8;10;80;70;100;82
321,20200514,;9;20;70;70;90;84
321,20200514,;10;10;80;80;100;80
321,20200514,;11;10;70;60;90;82
321,20200514,;12;10;70;70;90;83
321,20200514,;13;360;70;70;90;84
321,20200514,;14;360;80;80;100;83
321,20200514,;15;360;80;90;100;83
321,20200514,;16;360;90;90;110;84
321,20200514,;17;10;90;90;110;83
321,20200514,;18;20;90;80;110;83
321,20200514,;19;10;80;70;100;84
321,20200514,;20;20;70;70;90;83
321,20200514,;21;20;70;70;90;83
321,20200514,;22;20;70;70;90;84
321,20200514,;23;20;60;60;80;83
321,20200514,;24;20;60;60;80;83
321,20200515,;1;20;60;60;70;83
321,20200515,;2;10;50;50;70;82
321,20200515,;3;10;60;50;70;82
321,20200515,;4;10;60;60;70;83
321,20200515,;5;10;50;50;60;85
321,20200515,;6;20;50;40;60;87
321,20200515,;7;20;40;40;60;87
321,20200515,;8;20;40;30;50;88
321,20200515,;9;360;30;30;40;89
321,20200515,;10;340;20;20;40;94
321,20200515,;11;260;10;10;30;102
321,20200515,;12;260;20;30;30;109
321,20200515,;13;250;30;30;40;106
321,20200515,;14;270;30;30;40;107
321,20200515,;15;260;30;30;40;112
321,20200515,;16;230;30;20;40;108
321,20200515,;17;200;20;20;20;104
321,20200515,;18;210;20;20;30;103
321,20200515,;19;200;20;20;30;104
321,20200515,;20;210;30;30;40;104
321,20200515,;21;200;30;30;40;105
321,20200515,;22;210;30;30;40;106
321,20200515,;23;210;40;40;40;108
321,20200515,;24;210;40;50;60;109
321,20200516,;1;220;60;60;70;111
321,20200516,;2;220;60;70;80;113
321,20200516,;3;230;60;60;80;114
321,20200516,;4;240;60;60;70;113
321,20200516,;5;260;60;60;80;105
321,20200516,;6;270;60;70;80;105
321,20200516,;7;250;60;60;70;104
321,20200516,;8;260;60;60;80;105
321,20200516,;9;240;60;50;80;99
321,20200516,;10;250;60;60;70;99
321,20200516,;11;260;60;60;70;103
321,20200516,;12;270;60;50;70;109
321,20200516,;13;280;50;40;60;110
321,20200516,;14;250;40;30;50;112
321,20200516,;15;260;30;30;40;119
321,20200516,;16;260;30;20;30;129
321,20200516,;17;260;20;10;30;124
321,20200516,;18;230;10;10;20;112
321,20200516,;19;220;10;10;20;110
321,20200516,;20;200;20;20;30;108
321,20200516,;21;190;30;30;30;109
321,20200516,;22;210;30;40;50;109
321,20200516,;23;230;40;40;50;110
321,20200516,;24;220;40;50;60;113
321,20200517,;1;220;50;50;60;113
321,20200517,;2;220;50;60;60;113
321,20200517,;3;230;60;40;70;114
321,20200517,;4;240;50;50;60;115
321,20200517,;5;240;50;40;60;116
321,20200517,;6;250;40;40;50;117
321,20200517,;7;250;40;30;50;118
321,20200517,;8;260;20;20;30;132
321,20200517,;9;230;20;20;30;117
321,20200517,;10;210;30;30;40;117
321,20200517,;11;210;40;40;50;119
321,20200517,;12;200;40;50;60;120,  1
321,20200517,;13;200;50;40;60;118,  1
321,20200517,;14;180;40;30;50;120,  1
321,20200517,;15;200;40;40;50;124,  1
321,20200517,;16;210;50;50;60;127
321,20200517,;17;210;60;60;80;124
321,20200517,;18;210;70;70;90;124
321,20200517,;19;210;80;80;90;125
321,20200517,;20;220;80;80;100;121
321,20200517,;21;210;90;80;110;117
321,20200517,;22;220;90;90;110;117,  1
321,20200517,;23;220;90;80;100;117,  1
321,20200517,;24;220;90;90;110;119,  1
321,20200518,;1;220;80;80;100;119,  1
321,20200518,;2;230;70;60;90;120,  1
321,20200518,;3;240;60;50;70;124,  1
321,20200518,;4;250;60;60;80;125
321,20200518,;5;230;60;50;70;122
321,20200518,;6;230;60;50;70;120,  1
321,20200518,;7;230;60;50;60;120,  1
321,20200518,;8;230;60;50;70;119,  1
321,20200518,;9;230;60;50;80;119
321,20200518,;10;210;60;70;80;118
321,20200518,;11;230;70;70;90;118,  1
321,20200518,;12;210;80;90;100;117
321,20200518,;13;210;80;70;100;119,  1
321,20200518,;14;220;60;70;80;120
321,20200518,;15;220;80;80;90;120,  1
321,20200518,;16;210;80;90;100;124,  1
321,20200518,;17;210;90;70;120;126,  1
321,20200518,;18;210;70;70;90;125,  1
321,20200518,;19;210;70;70;90;125
321,20200518,;20;210;70;60;80;124,  1
321,20200518,;21;210;60;60;70;123,  1
321,20200518,;22;210;60;70;80;123,  1
321,20200518,;23;220;60;50;70;121,  1
321,20200518,;24;240;50;40;60;122,  1
321,20200519,;1;260;60;60;70;127,  1
321,20200519,;2;270;60;50;70;128,  1
321,20200519,;3;280;60;50;70;139
321,20200519,;4;260;40;40;60;128,  1
321,20200519,;5;260;50;50;60;126
321,20200519,;6;280;50;50;60;131,  1
321,20200519,;7;270;40;40;50;133,  1
321,20200519,;8;270;40;40;50;139,  1
321,20200519,;9;260;40;30;50;139,  1
321,20200519,;10;240;30;20;40;128,  1
321,20200519,;11;220;30;30;50;124,  1
321,20200519,;12;230;40;30;50;126,  1
321,20200519,;13;240;50;40;50;130,  1
321,20200519,;14;250;40;30;50;129,  1
321,20200519,;15;230;30;30;40;127,  1
321,20200519,;16;230;40;30;40;127,  1
321,20200519,;17;250;30;20;40;141,  1
321,20200519,;18;270;20;20;30;137,  1
321,20200519,;19;20;10;10;20;126,  1
321,20200519,;20;110;10;20;20;125,  1
321,20200519,;21;150;20;20;20;130,  1
321,20200519,;22;140;20;20;20;128,  1
321,20200519,;23;100;30;30;40;127,  1
321,20200519,;24;120;40;40;40;124,  1
321,20200520,;1;150;40;40;40;132,  1
321,20200520,;2;150;30;30;40;137,  1
321,20200520,;3;160;40;40;50;139,  1
321,20200520,;4;150;40;40;50;142,  1
321,20200520,;5;160;40;40;40;133,  1
321,20200520,;6;170;50;40;60;135,  1
321,20200520,;7;160;50;50;50;138,  1
321,20200520,;8;150;50;40;50;136,  1
321,20200520,;9;140;40;20;50;137,  1
321,20200520,;10;150;30;40;40;143,  1
321,20200520,;11;140;30;20;40;142,  1
321,20200520,;12;120;20;20;20;147,  1
321,20200520,;13;150;20;10;20;151,  1
321,20200520,;14;80;20;20;30;149,  1
321,20200520,;15;70;30;40;50;155,  1
321,20200520,;16;60;40;30;40;165,  1
321,20200520,;17;60;40;50;60;160,  1
321,20200520,;18;60;60;60;80;156,  1
321,20200520,;19;70;70;60;70;156,  1
321,20200520,;20;70;70;70;80;153,  1
321,20200520,;21;70;70;70;80;149,  1
321,20200520,;22;90;70;70;70;154,  1
321,20200520,;23;90;70;70;80;158,  1
321,20200520,;24;100;80;70;80;151,  1
321,20200521,;1;120;70;70;80;152,  1
321,20200521,;2;130;70;70;80;149,  1
321,20200521,;3;130;60;60;70;150,  1
321,20200521,;4;130;60;60;70;147,  1
321,20200521,;5;130;60;60;70;142,  1
321,20200521,;6;130;60;70;70;143,  1
321,20200521,;7;120;60;60;70;141,  1
321,20200521,;8;140;50;50;60;146,  1
321,20200521,;9;120;50;50;60;153,  1
321,20200521,;10;130;50;50;60;164,  1
321,20200521,;11;120;60;60;60;171,  1
321,20200521,;12;110;50;50;60;175,  1
