STN,YYYYMMDD,;HH,;DD,;FH,;FF,;FX,;T
321,20200328,;12;20;130;130;160;74
321,20200328,;13;10;130;130;160;75
321,20200328,;14;10;130;140;160;76
321,20200328,;15;10;140;130;170;76
321,20200328,;16;360;130;140;160;75
321,20200328,;17;360;140;140;170;74
321,20200328,;18;360;140;130;170;74
321,20200328,;19;360;140;130;170;71
321,20200328,;20;10;130;130;190;64
321,20200328,;21;10;140;130;160;69
321,20200328,;22;360;140;150;180;-66
321,20200328,;23;360;150;160;210;65
321,20200328,;24;360;160;160;200;-63
321,20200329,;1;360;160;160;190;-60
321,20200329,;2;350;150;140;190;-59
321,20200329,;3;350;150;160;190;59
321,20200329,;4;350;160;150;190;58
321,20200329,;5;350;150;150;180;59
321,20200329,;6;10;140;140;180;58
321,20200329,;7;20;130;120;170;61
321,20200329,;8;20;130;150;190;66
321,20200329,;9;20;150;160;210;-63
321,20200329,;10;10;160;170;200;-60
321,20200329,;11;20;160;160;200;-56
321,20200329,;12;10;160;160;200;-53
321,20200329,;13;10;160;160;200;-51
321,20200329,;14;20;160;160;200;-48
321,20200329,;15;20;160;160;200;-49
321,20200329,;16;10;160;160;200;-49
321,20200329,;17;20;160;160;200;-49
321,20200329,;18;10;160;150;190;-50
321,20200329,;19;20;150;140;180;-49
321,20200329,;20;20;140;140;190;-49
321,20200329,;21;20;130;120;160;-50
321,20200329,;22;30;120;120;150;-48
321,20200329,;23;20;110;100;140;-47
321,20200329,;24;20;100;90;120;-47
321,20200330,;1;20;90;100;120;-51
321,20200330,;2;20;80;70;110;-52
321,20200330,;3;360;80;80;110;-54
321,20200330,;4;10;80;60;110;-53
321,20200330,;5;350;70;70;90;-54
321,20200330,;6;350;60;50;80;56
321,20200330,;7;330;50;40;70;57
321,20200330,;8;340;50;40;100;45
321,20200330,;9;310;40;60;80;62
321,20200330,;10;350;50;40;90;54
321,20200330,;11;340;60;70;100;66
321,20200330,;12;350;80;70;100;64
321,20200330,;13;350;70;80;90;69
321,20200330,;14;350;80;80;100;70
321,20200330,;15;350;80;70;110;60
321,20200330,;16;340;70;90;100;72
321,20200330,;17;330;90;100;140;71
321,20200330,;18;360;90;90;120;68
321,20200330,;19;360;90;80;120;66
321,20200330,;20;10;90;100;120;69
321,20200330,;21;10;100;90;120;68
321,20200330,;22;10;90;90;110;66
321,20200330,;23;40;90;90;110;63
321,20200330,;24;30;90;80;100;66
321,20200331,;1;40;90;90;100;64
321,20200331,;2;50;80;80;100;64
321,20200331,;3;50;70;70;90;63
321,20200331,;4;60;70;70;80;60
321,20200331,;5;50;60;60;80;60
321,20200331,;6;40;60;60;80;58
321,20200331,;7;50;60;70;80;58
321,20200331,;8;50;70;70;80;-57
321,20200331,;9;60;70;70;90;-56
321,20200331,;10;60;70;60;90;-53
321,20200331,;11;50;60;60;80;-52
321,20200331,;12;40;70;70;90;-53
321,20200331,;13;30;70;70;90;-54
321,20200331,;14;30;80;70;90;-55
321,20200331,;15;30;70;70;90;-56
321,20200331,;16;20;70;70;80;-56
321,20200331,;17;20;70;70;90;-57
321,20200331,;18;10;80;80;100;58
321,20200331,;19;20;80;70;90;58
321,20200331,;20;20;70;70;90;59
321,20200331,;21;30;60;60;80;59
321,20200331,;22;20;60;60;70;59
321,20200331,;23;20;60;50;70;58
321,20200331,;24;20;50;50;60;58
321,20200401,;1;20;50;40;60;58
321,20200401,;2;30;30;30;50;58
321,20200401,;3;40;20;20;40;57
321,20200401,;4;10;20;20;30;56
321,20200401,;5;360;20;20;30;-56
321,20200401,;6;360;20;10;30;-57
321,20200401,;7;310;10;10;20;61
321,20200401,;8;350;20;20;40;59
321,20200401,;9;320;20;20;30;62
321,20200401,;10;280;30;40;50;64
321,20200401,;11;270;30;30;50;70
321,20200401,;12;280;30;30;40;70
321,20200401,;13;270;30;30;40;73
321,20200401,;14;270;30;40;50;71
321,20200401,;15;280;40;40;50;68
321,20200401,;16;290;40;50;60;65
321,20200401,;17;280;40;40;50;67
321,20200401,;18;270;40;30;50;63
321,20200401,;19;280;30;30;50;63
321,20200401,;20;260;30;30;40;64
321,20200401,;21;260;20;20;40;65
321,20200401,;22;250;30;30;40;68
321,20200401,;23;260;40;40;50;68
321,20200401,;24;250;30;30;40;69
321,20200402,;1;240;30;20;40;72
321,20200402,;2;270;30;30;40;74
321,20200402,;3;250;40;50;50;76
321,20200402,;4;250;50;50;60;75
321,20200402,;5;270;50;50;60;74
321,20200402,;6;270;50;50;50;74
321,20200402,;7;250;50;50;60;76
321,20200402,;8;250;60;70;80;75
321,20200402,;9;240;70;70;90;76
321,20200402,;10;230;70;80;100;76
321,20200402,;11;240;90;80;100;78
321,20200402,;12;230;90;80;100;76
321,20200402,;13;230;90;80;100;77
321,20200402,;14;220;90;90;120;80
321,20200402,;15;220;90;90;120;82
321,20200402,;16;210;100;90;120;83
321,20200402,;17;220;100;100;120;84
321,20200402,;18;220;100;100;130;86
321,20200402,;19;220;100;100;130;87
321,20200402,;20;230;90;80;110;90
321,20200402,;21;260;80;80;100;94
321,20200402,;22;290;70;70;90;94
321,20200402,;23;290;80;90;110;95
321,20200402,;24;280;80;90;100;91
321,20200403,;1;290;90;100;120;88
321,20200403,;2;290;100;90;120;84
321,20200403,;3;290;90;90;110;81
321,20200403,;4;290;90;80;110;78
321,20200403,;5;300;90;90;110;75
321,20200403,;6;290;90;90;100;70
321,20200403,;7;290;90;80;100;74
321,20200403,;8;280;80;80;100;75
321,20200403,;9;290;90;80;110;75
321,20200403,;10;290;80;80;90;76
321,20200403,;11;290;80;80;100;-78
321,20200403,;12;280;70;60;90;-77
321,20200403,;13;260;50;50;70;-81
321,20200403,;14;230;50;40;60;79
321,20200403,;15;230;50;60;80;77
321,20200403,;16;220;60;60;80;78
321,20200403,;17;210;50;50;70;80
321,20200403,;18;210;50;50;70;80
321,20200403,;19;200;60;60;70;81
321,20200403,;20;200;50;60;60;82
321,20200403,;21;200;60;60;70;82
321,20200403,;22;200;60;60;70;83
321,20200403,;23;190;60;60;70;83
321,20200403,;24;190;60;60;70;84
321,20200404,;1;190;60;60;80;84
321,20200404,;2;190;60;60;70;83
321,20200404,;3;180;60;60;80;83
321,20200404,;4;180;70;70;80;82
321,20200404,;5;180;70;70;80;82
321,20200404,;6;180;60;60;80;82
321,20200404,;7;170;60;60;70;82
321,20200404,;8;170;60;60;80;82
321,20200404,;9;160;60;60;80;85
321,20200404,;10;150;60;60;80;88
321,20200404,;11;140;50;50;70;88
321,20200404,;12;130;50;50;50;91
321,20200404,;13;110;50;50;50;94
321,20200404,;14;100;50;50;50;102
321,20200404,;15;90;50;50;50;105
321,20200404,;16;70;50;50;60;103
321,20200404,;17;70;60;60;70;106
321,20200404,;18;70;60;60;70;101
321,20200404,;19;70;70;70;80;95
321,20200404,;20;80;70;80;80;99
321,20200404,;21;100;70;60;80;100
321,20200404,;22;110;60;70;80;101
321,20200404,;23;110;70;70;90;100
321,20200404,;24;110;70;70;80;98
321,20200405,;1;100;60;70;80;95
321,20200405,;2;100;60;60;70;91
321,20200405,;3;110;70;70;80;90
321,20200405,;4;110;70;70;90;90
321,20200405,;5;100;70;70;80;86
321,20200405,;6;110;80;80;90;86
321,20200405,;7;110;80;80;90;88
321,20200405,;8;110;80;80;100;86
321,20200405,;9;110;80;80;100;88
321,20200405,;10;120;80;90;100;100
321,20200405,;11;110;80;90;100;109
321,20200405,;12;110;90;80;100;113
321,20200405,;13;120;80;70;80;121
321,20200405,;14;120;70;80;90;130
321,20200405,;15;130;70;70;90;138
321,20200405,;16;130;80;80;90;157
321,20200405,;17;120;80;80;90;150
321,20200405,;18;130;90;50;100;131
321,20200405,;19;120;70;80;90;145
321,20200405,;20;130;90;90;100;150
321,20200405,;21;130;80;80;90;136
321,20200405,;22;110;80;80;90;116
321,20200405,;23;120;90;90;100;120
321,20200405,;24;130;90;90;110;121
321,20200406,;1;140;90;90;110;116
321,20200406,;2;140;90;100;110;118
321,20200406,;3;150;90;90;110;110
321,20200406,;4;150;90;90;110;112
321,20200406,;5;150;100;90;110;112
321,20200406,;6;160;90;90;110;114
321,20200406,;7;160;90;80;110;107
321,20200406,;8;170;80;70;90;104
321,20200406,;9;170;70;70;90;106
321,20200406,;10;170;70;80;90;106
321,20200406,;11;200;80;70;90;107
321,20200406,;12;200;90;100;100;116
321,20200406,;13;210;90;100;110;104
321,20200406,;14;200;80;80;110;95
321,20200406,;15;210;90;80;110;97
321,20200406,;16;200;80;90;100;103
321,20200406,;17;190;80;80;100;101
321,20200406,;18;210;70;80;90;99
321,20200406,;19;220;70;70;90;96
321,20200406,;20;220;60;60;80;95
321,20200406,;21;220;60;60;80;94
321,20200406,;22;220;50;50;70;93
321,20200406,;23;220;60;60;70;93
321,20200406,;24;220;60;60;70;92
321,20200407,;1;230;50;50;60;90
321,20200407,;2;250;40;40;50;90
321,20200407,;3;280;40;40;50;94
321,20200407,;4;320;40;40;60;98
321,20200407,;5;360;40;30;50;92
321,20200407,;6;50;40;40;50;94
321,20200407,;7;70;50;50;50;93
321,20200407,;8;100;50;50;60;91
321,20200407,;9;120;40;40;50;90
321,20200407,;10;110;40;40;50;92
321,20200407,;11;100;30;30;40;92
321,20200407,;12;90;30;40;50;105
321,20200407,;13;50;30;30;40;102
321,20200407,;14;40;40;50;60;100
321,20200407,;15;30;60;60;70;104
321,20200407,;16;30;70;70;80;108
321,20200407,;17;30;70;70;80;112
321,20200407,;18;40;80;80;80;113
321,20200407,;19;40;80;80;90;111
321,20200407,;20;50;80;80;90;116
321,20200407,;21;60;80;70;100;115
321,20200407,;22;70;80;70;80;113
321,20200407,;23;90;70;70;80;121
321,20200407,;24;100;60;60;70;118
321,20200408,;1;100;60;50;60;120
321,20200408,;2;90;50;50;50;128
321,20200408,;3;90;50;50;50;117
321,20200408,;4;80;40;40;50;114
321,20200408,;5;80;40;40;50;110
321,20200408,;6;80;30;30;40;114
321,20200408,;7;70;30;30;40;115
321,20200408,;8;80;40;30;40;116
321,20200408,;9;60;30;30;40;114
321,20200408,;10;40;30;30;30;108
321,20200408,;11;30;30;30;40;104
321,20200408,;12;10;30;40;40;110
321,20200408,;13;10;50;60;60;109
321,20200408,;14;360;60;60;60;108
321,20200408,;15;10;50;60;70;106
321,20200408,;16;360;50;50;60;103
321,20200408,;17;360;50;50;60;99
321,20200408,;18;20;60;50;70;100
321,20200408,;19;20;60;60;60;99
321,20200408,;20;40;70;70;70;108
321,20200408,;21;20;70;60;70;101
321,20200408,;22;40;60;60;80;102
321,20200408,;23;30;60;50;60;98
321,20200408,;24;20;60;60;70;98
321,20200409,;1;50;60;60;70;102
321,20200409,;2;40;50;50;60;99
321,20200409,;3;50;50;50;50;102
321,20200409,;4;50;50;50;60;105
321,20200409,;5;60;40;40;50;104
321,20200409,;6;70;40;50;50;106
321,20200409,;7;80;40;40;50;107
321,20200409,;8;90;40;30;40;107
321,20200409,;9;80;30;20;40;109
321,20200409,;10;20;20;30;40;109
321,20200409,;11;10;50;70;70;98
321,20200409,;12;20;70;70;80;101
321,20200409,;13;30;70;70;80;101
321,20200409,;14;20;70;70;80;105
321,20200409,;15;20;70;70;70;106
321,20200409,;16;20;70;60;70;106
321,20200409,;17;20;70;70;80;100
321,20200409,;18;30;60;60;70;97
321,20200409,;19;20;60;70;70;94
321,20200409,;20;20;70;70;80;94
321,20200409,;21;40;70;70;80;94
321,20200409,;22;40;90;90;90;95
321,20200409,;23;50;90;80;100;95
321,20200409,;24;50;80;70;100;93
321,20200410,;1;50;70;70;80;91
321,20200410,;2;50;60;60;70;91
321,20200410,;3;50;60;60;70;89
321,20200410,;4;70;70;60;80;88
321,20200410,;5;60;60;60;70;87
321,20200410,;6;70;60;60;80;86
321,20200410,;7;70;60;60;70;85
321,20200410,;8;70;60;60;60;85
321,20200410,;9;50;50;50;60;86
321,20200410,;10;50;60;60;70;84
321,20200410,;11;50;70;70;80;87
321,20200410,;12;50;70;70;80;91
321,20200410,;13;60;70;60;80;97
321,20200410,;14;40;60;60;70;98
321,20200410,;15;40;60;70;70;101
321,20200410,;16;30;70;60;80;102
321,20200410,;17;30;70;60;80;105
321,20200410,;18;40;50;50;60;106
321,20200410,;19;60;80;80;90;119
321,20200410,;20;70;80;90;90;120
321,20200410,;21;70;70;70;90;117
321,20200410,;22;70;70;70;80;111
321,20200410,;23;90;80;70;80;110
321,20200410,;24;100;70;60;80;111
321,20200411,;1;100;70;70;80;111
321,20200411,;2;100;60;50;70;105
321,20200411,;3;90;50;50;60;102
321,20200411,;4;80;50;40;60;99
321,20200411,;5;90;40;50;50;96
321,20200411,;6;100;40;50;50;97
321,20200411,;7;90;50;50;60;97
321,20200411,;8;90;50;50;60;96
321,20200411,;9;90;50;50;60;97
321,20200411,;10;90;40;40;50;99
321,20200411,;11;70;30;30;50;101
321,20200411,;12;50;30;30;40;109
321,20200411,;13;20;20;30;30;106
321,20200411,;14;50;30;20;30;114
321,20200411,;15;50;30;30;30;114
321,20200411,;16;50;30;30;40;111
321,20200411,;17;60;20;20;30;113
321,20200411,;18;330;30;10;60;109
321,20200411,;19;110;10;10;20;126
321,20200411,;20;0;0;0;10;118
321,20200411,;21;130;10;10;20;125
321,20200411,;22;140;10;20;30;126
321,20200411,;23;150;30;20;30;126
321,20200411,;24;160;30;40;40;128
321,20200412,;1;170;40;50;60;130
321,20200412,;2;180;60;70;70;113
321,20200412,;3;200;50;60;70;111
321,20200412,;4;230;50;40;60;109
321,20200412,;5;200;40;40;70;108
321,20200412,;6;180;70;70;80;117
321,20200412,;7;210;50;40;90;115
321,20200412,;8;200;50;50;60;114
321,20200412,;9;200;50;50;60;107
321,20200412,;10;190;50;40;60;107
321,20200412,;11;190;30;40;40;107
321,20200412,;12;190;50;50;60;108
321,20200412,;13;210;40;30;60;109
321,20200412,;14;230;40;40;50;115
321,20200412,;15;220;20;10;50;120
321,20200412,;16;200;10;10;20;113
321,20200412,;17;340;10;50;80;110
321,20200412,;18;10;40;40;60;105
321,20200412,;19;30;30;20;40;111
321,20200412,;20;360;30;50;60;102
321,20200412,;21;350;60;60;70;103
321,20200412,;22;340;50;70;80;99
321,20200412,;23;10;100;110;140;96
321,20200412,;24;30;120;130;150;92
321,20200413,;1;10;130;130;160;91
321,20200413,;2;10;140;150;180;85
321,20200413,;3;10;160;150;190;83
321,20200413,;4;10;140;140;180;82
321,20200413,;5;20;150;140;170;78
321,20200413,;6;10;140;130;170;74
321,20200413,;7;20;130;130;160;72
321,20200413,;8;20;130;130;160;70
321,20200413,;9;20;130;120;160;69
321,20200413,;10;20;130;120;160;-66
321,20200413,;11;20;120;120;150;-68
321,20200413,;12;10;110;100;140;68
321,20200413,;13;10;110;100;140;-67
321,20200413,;14;10;110;110;130;-68
321,20200413,;15;10;100;90;130;-66
321,20200413,;16;10;100;100;130;68
321,20200413,;17;10;110;110;140;67
321,20200413,;18;10;100;100;140;-67
321,20200413,;19;360;100;100;140;-66
321,20200413,;20;360;100;90;140;67
321,20200413,;21;360;100;100;130;-67
321,20200413,;22;360;90;90;120;-65
321,20200413,;23;10;80;90;120;-67
321,20200413,;24;10;80;70;120;65
321,20200414,;1;360;80;80;100;63
321,20200414,;2;10;70;50;100;62
321,20200414,;3;340;60;80;100;63
321,20200414,;4;360;70;70;100;-63
321,20200414,;5;350;70;70;110;60
321,20200414,;6;350;70;60;100;63
321,20200414,;7;360;70;80;90;60
321,20200414,;8;360;50;50;90;65
321,20200414,;9;350;60;60;90;65
321,20200414,;10;360;40;40;80;65
321,20200414,;11;360;50;50;80;61
321,20200414,;12;20;40;40;70;64
321,20200414,;13;360;40;40;60;66
321,20200414,;14;350;40;40;60;65
321,20200414,;15;20;30;30;40;65
321,20200414,;16;10;30;30;50;66
321,20200414,;17;20;30;30;40;67
321,20200414,;18;360;30;30;40;67
321,20200414,;19;20;20;20;40;67
321,20200414,;20;10;20;20;30;68
321,20200414,;21;10;20;20;30;68
321,20200414,;22;10;20;20;20;68
321,20200414,;23;70;10;10;20;67
321,20200414,;24;90;10;10;20;68
321,20200415,;1;60;10;10;20;69
321,20200415,;2;70;10;10;20;69
321,20200415,;3;130;10;20;30;71
321,20200415,;4;150;10;20;30;72
321,20200415,;5;140;20;20;30;74
321,20200415,;6;160;20;20;30;79
321,20200415,;7;150;20;20;30;83
321,20200415,;8;160;30;30;40;81
321,20200415,;9;170;30;20;40;79
321,20200415,;10;190;20;10;30;83
321,20200415,;11;190;10;20;20;85
321,20200415,;12;210;20;10;30;86
321,20200415,;13;270;10;10;20;91
321,20200415,;14;310;10;10;20;100
321,20200415,;15;360;20;30;40;87
321,20200415,;16;360;40;40;40;86
321,20200415,;17;10;40;50;50;86
321,20200415,;18;30;40;50;50;87
321,20200415,;19;40;60;60;70;86
321,20200415,;20;50;60;60;80;88
321,20200415,;21;50;60;60;70;89
321,20200415,;22;60;60;50;70;93
321,20200415,;23;60;50;50;60;96
321,20200415,;24;60;50;40;60;97
321,20200416,;1;60;40;40;50;95
321,20200416,;2;60;50;50;50;95
321,20200416,;3;40;50;50;60;94
321,20200416,;4;40;60;60;70;91
321,20200416,;5;50;60;60;70;92
321,20200416,;6;50;70;70;80;94
321,20200416,;7;60;70;60;80;94
321,20200416,;8;90;50;50;70;96
321,20200416,;9;60;40;40;50;96
321,20200416,;10;60;40;40;60;97
321,20200416,;11;50;40;50;50;98
321,20200416,;12;30;50;50;60;103
321,20200416,;13;30;50;60;70;107
321,20200416,;14;20;60;60;70;107
321,20200416,;15;20;70;70;80;105
321,20200416,;16;20;80;80;90;105
321,20200416,;17;20;80;80;100;104
321,20200416,;18;30;80;80;90;108
321,20200416,;19;30;80;80;90;107
321,20200416,;20;30;90;90;100;104
321,20200416,;21;30;90;90;110;103
321,20200416,;22;40;90;90;110;105
321,20200416,;23;40;100;90;110;102
321,20200416,;24;40;100;90;110;99
321,20200417,;1;40;90;90;110;97
321,20200417,;2;40;90;90;100;95
321,20200417,;3;40;100;100;120;95
321,20200417,;4;50;90;90;120;93
321,20200417,;5;50;100;100;120;90
321,20200417,;6;40;100;100;120;86
321,20200417,;7;40;100;100;120;84
321,20200417,;8;50;110;100;120;82
321,20200417,;9;40;90;90;110;84
321,20200417,;10;50;90;90;110;89
321,20200417,;11;40;90;90;110;90
321,20200417,;12;30;100;100;120;91
321,20200417,;13;20;90;90;110;92
321,20200417,;14;20;100;110;120;91
321,20200417,;15;20;110;110;140;91
321,20200417,;16;20;110;110;130;90
321,20200417,;17;20;120;120;150;89
321,20200417,;18;20;120;130;150;89
321,20200417,;19;30;120;110;150;90
321,20200417,;20;30;120;110;140;90
321,20200417,;21;30;100;100;120;89
321,20200417,;22;30;100;100;120;88
321,20200417,;23;40;100;90;120;87
321,20200417,;24;40;110;100;120;86
321,20200418,;1;40;110;100;120;83
321,20200418,;2;40;100;90;120;83
321,20200418,;3;40;90;100;110;85
321,20200418,;4;40;100;90;110;86
321,20200418,;5;30;80;80;100;87
321,20200418,;6;30;80;70;90;90
321,20200418,;7;30;80;80;100;89
321,20200418,;8;40;70;70;90;90
321,20200418,;9;40;60;40;80;92
321,20200418,;10;360;40;40;60;92
321,20200418,;11;360;50;40;60;92
321,20200418,;12;350;50;60;70;92
321,20200418,;13;350;60;60;70;91
321,20200418,;14;340;70;80;90;91
321,20200418,;15;340;80;80;100;91
321,20200418,;16;340;70;50;90;93
321,20200418,;17;360;50;50;60;93
321,20200418,;18;340;50;50;60;93
321,20200418,;19;350;60;50;70;93
321,20200418,;20;340;60;50;70;94
321,20200418,;21;340;60;60;70;94
321,20200418,;22;350;60;70;80;94
321,20200418,;23;350;60;60;80;94
321,20200418,;24;360;70;70;90;93
321,20200419,;1;360;70;70;90;93
321,20200419,;2;360;70;60;90;93
321,20200419,;3;360;60;70;80;94
321,20200419,;4;10;70;70;80;96
321,20200419,;5;10;70;70;80;95
321,20200419,;6;20;70;80;90;93
321,20200419,;7;30;90;90;110;91
321,20200419,;8;40;100;90;110;88
321,20200419,;9;30;90;90;110;87
321,20200419,;10;40;100;100;120;91
321,20200419,;11;40;100;90;120;99
321,20200419,;12;30;100;90;120;104
321,20200419,;13;30;90;80;110;107
321,20200419,;14;20;90;90;110;104
321,20200419,;15;10;100;100;120;104
321,20200419,;16;20;100;110;130;105
321,20200419,;17;20;110;110;130;105
321,20200419,;18;20;120;120;130;105
321,20200419,;19;30;110;110;130;106
321,20200419,;20;30;110;110;130;108
321,20200419,;21;30;110;100;120;109
321,20200419,;22;40;110;100;120;110
321,20200419,;23;40;100;90;110;108
321,20200419,;24;40;100;90;110;109
321,20200420,;1;50;90;90;110;106
321,20200420,;2;50;100;110;130;103
321,20200420,;3;60;110;110;140;98
321,20200420,;4;60;100;100;120;95
321,20200420,;5;60;100;100;120;92
321,20200420,;6;50;110;120;140;89
321,20200420,;7;50;120;120;150;87
321,20200420,;8;50;120;120;140;88
321,20200420,;9;50;120;110;140;93
321,20200420,;10;50;110;110;130;100
321,20200420,;11;40;100;90;130;103
321,20200420,;12;30;100;100;110;107
321,20200420,;13;30;110;110;130;110
321,20200420,;14;30;120;120;140;115
321,20200420,;15;30;120;110;140;119
321,20200420,;16;40;110;110;130;122
321,20200420,;17;40;110;100;130;122
321,20200420,;18;50;110;100;130;124
321,20200420,;19;50;110;110;140;131
321,20200420,;20;60;120;110;140;128
321,20200420,;21;50;110;110;130;123
321,20200420,;22;50;110;110;130;121
321,20200420,;23;60;110;100;120;118
321,20200420,;24;60;100;100;120;115
321,20200421,;1;60;100;90;110;113
321,20200421,;2;60;90;100;120;110
321,20200421,;3;60;100;100;120;107
321,20200421,;4;60;100;100;130;105
321,20200421,;5;60;100;110;130;102
321,20200421,;6;60;110;120;140;100
321,20200421,;7;50;110;110;140;96
321,20200421,;8;50;120;110;140;97
321,20200421,;9;40;110;110;140;100
321,20200421,;10;40;120;120;140;103
321,20200421,;11;40;120;100;140;107
321,20200421,;12;30;110;100;120;111
321,20200421,;13;30;110;110;120;117
321,20200421,;14;30;100;100;130;118
321,20200421,;15;30;100;90;120;121
321,20200421,;16;30;100;100;120;123
321,20200421,;17;40;90;90;110;120
321,20200421,;18;50;90;90;110;133
321,20200421,;19;50;90;80;100;125
321,20200421,;20;50;80;80;100;130
321,20200421,;21;50;90;90;100;129
321,20200421,;22;50;90;90;100;123
321,20200421,;23;50;100;90;110;122
321,20200421,;24;50;90;90;100;118
321,20200422,;1;50;90;90;110;116
321,20200422,;2;50;90;80;100;112
321,20200422,;3;60;90;90;100;109
321,20200422,;4;60;90;90;110;108
321,20200422,;5;60;90;90;110;106
321,20200422,;6;60;100;100;120;106
321,20200422,;7;60;90;90;110;105
321,20200422,;8;50;90;90;100;104
321,20200422,;9;40;90;80;100;105
321,20200422,;10;40;90;90;100;107
321,20200422,;11;30;90;90;100;110
321,20200422,;12;30;90;80;110;113
321,20200422,;13;30;90;90;100;119
321,20200422,;14;30;90;90;110;125
321,20200422,;15;30;90;90;110;125
321,20200422,;16;30;90;90;100;129
321,20200422,;17;20;80;70;90;119
321,20200422,;18;20;80;80;90;122
321,20200422,;19;40;80;70;90;132
321,20200422,;20;50;80;80;90;131
321,20200422,;21;50;80;80;90;135
321,20200422,;22;50;80;70;80;127
321,20200422,;23;40;70;70;80;120
321,20200422,;24;30;80;70;80;117
321,20200423,;1;40;80;70;90;116
321,20200423,;2;40;70;70;80;114
321,20200423,;3;50;60;70;80;112
321,20200423,;4;50;70;70;80;110
321,20200423,;5;60;70;70;80;109
321,20200423,;6;60;70;70;80;109
321,20200423,;7;70;70;70;80;108
321,20200423,;8;60;60;60;70;107
321,20200423,;9;50;50;50;60;108
321,20200423,;10;40;50;60;60;107
321,20200423,;11;40;60;50;60;109
321,20200423,;12;20;50;50;60;107
321,20200423,;13;10;50;40;50;109
321,20200423,;14;10;50;50;60;111
321,20200423,;15;360;50;50;50;112
321,20200423,;16;350;50;40;50;113
321,20200423,;17;340;50;50;60;108
321,20200423,;18;330;50;50;60;107
321,20200423,;19;340;50;50;60;103
321,20200423,;20;320;50;50;60;101
321,20200423,;21;320;50;50;60;99
321,20200423,;22;320;50;60;70;99
321,20200423,;23;330;60;50;70;99
321,20200423,;24;340;60;60;70;101
321,20200424,;1;350;50;40;60;100
321,20200424,;2;340;50;60;70;100
321,20200424,;3;340;70;70;80;103
321,20200424,;4;340;70;60;80;100
321,20200424,;5;340;60;60;80;98
321,20200424,;6;330;60;50;70;99
321,20200424,;7;340;50;40;60;99
321,20200424,;8;340;50;60;70;98
321,20200424,;9;340;50;50;70;98
321,20200424,;10;330;50;50;60;97
321,20200424,;11;340;50;50;60;97
321,20200424,;12;350;50;50;60;97
321,20200424,;13;350;40;40;60;98
321,20200424,;14;340;40;40;50;99
321,20200424,;15;340;40;40;50;99
321,20200424,;16;350;40;50;60;98
321,20200424,;17;360;50;60;60;89
321,20200424,;18;10;70;70;80;78
321,20200424,;19;10;70;70;90;75
321,20200424,;20;10;70;80;90;78
321,20200424,;21;10;80;80;100;76
321,20200424,;22;20;80;80;100;77
321,20200424,;23;10;80;70;100;80
321,20200424,;24;360;70;70;100;81
321,20200425,;1;10;70;60;90;84
321,20200425,;2;20;60;60;90;85
321,20200425,;3;10;60;60;80;85
321,20200425,;4;10;50;40;80;87
321,20200425,;5;10;50;40;80;86
321,20200425,;6;10;50;50;70;89
321,20200425,;7;10;60;60;80;85
321,20200425,;8;10;50;40;70;85
321,20200425,;9;40;30;20;60;85
321,20200425,;10;360;40;30;50;87
321,20200425,;11;20;40;40;60;87
321,20200425,;12;350;40;30;50;88
321,20200425,;13;350;40;40;60;88
321,20200425,;14;360;40;40;60;90
321,20200425,;15;10;40;40;60;88
321,20200425,;16;20;40;50;70;88
321,20200425,;17;360;50;50;70;87
321,20200425,;18;10;50;50;80;86
321,20200425,;19;360;60;60;80;84
321,20200425,;20;10;60;60;70;83
321,20200425,;21;20;60;60;70;82
321,20200425,;22;10;60;50;70;80
321,20200425,;23;20;50;40;60;79
321,20200425,;24;20;40;50;60;78
321,20200426,;1;20;40;40;60;78
321,20200426,;2;30;40;40;50;78
321,20200426,;3;30;30;20;40;78
321,20200426,;4;30;20;20;40;78
321,20200426,;5;350;10;10;20;78
321,20200426,;6;360;10;10;30;77
321,20200426,;7;10;10;10;20;80
321,20200426,;8;340;10;10;20;83
321,20200426,;9;10;10;10;20;85
321,20200426,;10;0;0;0;10;91
321,20200426,;11;270;10;10;20;90
321,20200426,;12;260;10;10;20;93
321,20200426,;13;290;10;10;20;99
321,20200426,;14;280;10;10;20;99
321,20200426,;15;300;20;20;20;103
321,20200426,;16;310;10;10;20;106
321,20200426,;17;230;10;10;10;98
321,20200426,;18;220;10;10;10;91
321,20200426,;19;170;10;10;10;88
321,20200426,;20;160;10;20;20;88
321,20200426,;21;160;20;20;20;90
321,20200426,;22;150;20;20;30;92
321,20200426,;23;150;30;30;40;94
321,20200426,;24;170;30;30;40;96
321,20200427,;1;180;20;20;30;96
321,20200427,;2;170;20;20;30;97
321,20200427,;3;180;30;40;40;98
321,20200427,;4;190;40;40;50;98
321,20200427,;5;210;40;40;50;99
321,20200427,;6;200;40;30;50;105
321,20200427,;7;190;40;30;40;105
321,20200427,;8;190;30;30;40;106
321,20200427,;9;190;30;40;40;105
321,20200427,;10;190;40;40;50;106
321,20200427,;11;200;40;40;50;108
321,20200427,;12;210;40;40;50;108
321,20200427,;13;220;40;40;50;106
321,20200427,;14;250;40;40;40;114
321,20200427,;15;300;40;40;40;114
321,20200427,;16;330;40;40;50;103
321,20200427,;17;350;50;50;60;100
321,20200427,;18;350;60;60;70;96
321,20200427,;19;360;70;70;80;99
321,20200427,;20;10;80;80;90;100
321,20200427,;21;10;70;80;90;99
321,20200427,;22;20;80;70;90;98
321,20200427,;23;20;70;70;90;96
